state,action,q_value
2_1_False_2.00_0_1.00_4,Go_to_high_level,0.1
2_2_True_1.00_3_0.00_4,Next,0.5279542768377341
2_2_True_1.00_1_1.00_4,Stay,-0.6000000000000001
2_2_True_1.00_1_0.00_4,Go_to_high_level,0.9113666368811999
2_2_True_1.00_3_1.00_4,Previous,0.13868884691704936
0_3_True_0.00_3_1.00_0,Previous,1.8876412306304076
0_4_True_1.00_2_1.00_2,Previous,0.001798516878229739
2_3_True_1.00_2_1.00_1,Next,0.136566
2_1_False_2.00_0_1.00_1,Go_to_low_level,-0.307732
0_3_True_0.00_2_1.00_1,Go_to_high_level,1.395406631019785
0_3_True_2.00_3_1.00_1,Stay,-0.489812946598714
1_3_True_0.00_2_1.00_2,Next,1.021514662090341
0_3_True_2.00_2_0.00_5,Next,-0.044109026245388115
0_2_True_2.00_3_0.00_5,Go_to_high_level,0.0
0_2_True_1.00_1_0.00_5,Previous,1.0773639703860216
0_3_True_2.00_2_1.00_1,Go_to_low_level,0.06977437766029304
1_2_True_0.00_1_1.00_0,Next,-0.03638334790020493
0_3_True_2.00_2_0.00_0,Go_to_low_level,0.640189815555823
0_3_True_0.00_1_1.00_1,Previous,0.707668104500093
0_2_True_2.00_2_1.00_1,Previous,0.03174359064473329
1_3_True_1.00_3_0.00_5,Go_to_high_level,0.8444240660867197
1_2_True_1.00_3_0.00_4,Go_to_high_level,1.0053084528067848
1_2_True_2.00_3_1.00_3,Go_to_low_level,0.0
2_2_True_0.00_1_2.00_0,Next,2.165755950659679
1_2_True_1.00_1_0.00_3,Next,1.2610542765591604
1_4_True_1.00_2_0.00_2,Next,0.12251071729560803
1_2_True_2.00_1_1.00_3,Go_to_high_level,0.2439089057481727
1_2_True_2.00_1_1.00_4,Stay,-0.5450667084647683
1_4_True_1.00_1_1.00_4,Go_to_high_level,0.9161318891364506
1_3_True_2.00_1_0.00_1,Stay,-0.397434310795498
1_4_True_1.00_1_1.00_3,Go_to_high_level,1.1419540117478961
1_2_True_1.00_1_1.00_3,Next,0.2966386158311048
1_3_True_1.00_2_0.00_3,Go_to_high_level,0.27871434962838293
0_2_True_2.00_2_0.00_2,Next,0.16158602136613093
